"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5YVMTBUI","journalArticle","2023","Ibrahim, Muhammad; Sarwar Bajwa, Imran; Sarwar, Nadeem; Abdul Waheed, Haroon; Zulkifl Hasan, Muhammad; Zunnurain Hussain, Muhammad","Improved Hybrid Deep Collaborative Filtering Approach for True Recommendations","Computers, Materials & Continua","","1546-2226","10.32604/cmc.2023.032856","https://www.techscience.com/cmc/v74n3/50895","Recommendation services become an essential and hot research topic for researchers nowadays. Social data such as Reviews play an important role in the recommendation of the products. Improvement was achieved by deep learning approaches for capturing user and product information from a short text. However, such previously used approaches do not fairly and efficiently incorporate users’ preferences and product characteristics. The proposed novel Hybrid Deep Collaborative Filtering (HDCF) model combines deep learning capabilities and deep interaction modeling with high performance for True Recommendations. To overcome the cold start problem, the new overall rating is generated by aggregating the Deep Multivariate Rating DMR (Votes, Likes, Stars, and Sentiment scores of reviews) from different external data sources because different sites have different rating scores about the same product that make confusion for the user to make a decision, either product is truly popular or not. The proposed novel HDCF model consists of four major modules such as User Product Attention, Deep Collaborative Filtering, Neural Sentiment Classifier, and Deep Multivariate Rating (UPA-DCF + NSC + DMR) to solve the addressed problems. Experimental results demonstrate that our novel model is outperforming state-of-the-art IMDb, Yelp2013, and Yelp2014 datasets for the true top-n recommendation of products using HDCF to increase the accuracy, confidence, and trust of recommendation services.","2023","2025-10-16 00:40:22","2025-10-16 00:40:23","2025-10-16 00:40:22","5301-5317","","3","74","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\69L4Y4XX\Ibrahim et al. - 2023 - Improved Hybrid Deep Collaborative Filtering Approach for True Recommendations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6CWBAZI","journalArticle","2023","Zhan, Zhu; Xu, Bugao","Analyzing review sentiments and product images by parallel deep nets for personalized recommendation","Information Processing & Management","","03064573","10.1016/j.ipm.2022.103166","https://linkinghub.elsevier.com/retrieve/pii/S0306457322002679","Recommendation is an effective marketing tool widely used in the e-commerce business, and can be made based on ratings predicted from the rating data of purchased items. To improve the accuracy of rating prediction, user reviews or product images have been used separately as side information to learn the latent features of users (items). In this study, we developed a hybrid approach to analyze both user sentiments from review texts and user preferences from item images to make item recommendations more personalized for users. The hybrid model consists of two parallel modules to perform a procedure named the multiscale semantic and visual analyses (MSVA). The first module is designated to conduct semantic analysis on review documents in various aspects with word-aware and scale-aware attention mechanisms, while the second module is assigned to extract visual features with block-aware and visual-aware attention mechanisms. The MSVA model was trained, validated and tested using Amazon Product Data containing sampled reviews varying from 492,970 to 1 million records across 22 different domains. Three state-of-the-art recommendation models were used as the baselines for performance comparisons. Averagely, MSVA reduced the mean squared error (MSE) of predicted ratings by 6.00%, 3.14% and 3.25% as opposed to the three baselines. It was demonstrated that combining semantic and visual analyses enhanced MSVA’s performance across a wide variety of products, and the multiscale scheme used in both the review and visual modules of MSVA made significant contributions to the rating prediction.","2023-01","2025-10-16 00:40:27","2025-10-16 00:40:28","2025-10-16 00:40:27","103166","","1","60","","Information Processing & Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\JYTBB26C\Zhan and Xu - 2023 - Analyzing review sentiments and product images by parallel deep nets for personalized recommendation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3G3URQW","journalArticle","2021","Roy, Debashish; Ding, Chen","Multi-source based movie recommendation with ratings and the side information","Social Network Analysis and Mining","","1869-5450, 1869-5469","10.1007/s13278-021-00785-5","https://link.springer.com/10.1007/s13278-021-00785-5","Many recommender systems are built based on the user ratings or user interaction data collected by the content or item providers. However, one data source may only provide limited information about the items. It would be helpful, if information about the candidate items could be retrieved from multiple data sources. In this work, a movie recommender system is designed relying on a variety of data sources that provide different types of user feedbacks on movies, including the MovieLens and Netflix rating data, YouTube movie trailer data, and movie-related tweets from Twitter. The feedbacks on movie trailers such as likes, comments, and tweets can be considered as the side information of the movies. They can be represented as movie features and then integrated with the movie ratings. Or, some of them (e.g., sentiments of the comments) can be represented as the implicit rating matrix and then integrated with the explicit ratings. The experiment shows that the inclusion of the trailer data improves the recommendation accuracy, and the most accurate result is achieved when all the feedback data is combined as the movie features.","2021-12","2025-10-16 00:40:34","2025-10-16 00:40:34","2025-10-16 00:40:34","76","","1","11","","Soc. Netw. Anal. Min.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\9ZU4753G\Roy and Ding - 2021 - Multi-source based movie recommendation with ratings and the side information.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NN99BTV","journalArticle","2024","Chang, Teng; Zhang, Zhixia; Cai, Xingjuan","Explainable recommender system directed by reconstructed explanatory factors and multi‐modal matrix factorization","Concurrency and Computation: Practice and Experience","","1532-0626, 1532-0634","10.1002/cpe.8208","https://onlinelibrary.wiley.com/doi/10.1002/cpe.8208","Matrix factorization (MF)-based recommender systems (RSs) as black-box models fail to provide explanations for the recommended items. While some models attain a degree of explainability by integrating neighborhood algorithms, which compute explainability based on the preferences of proximate users, they overlook the contribution of the subjective preferences of the target user to enhancing model explainability, resulting in suboptimal model explainability. To address this problem, an explainable RS directed by reconstructed explanatory factors and multi-modal matrix factorization (ERS-REFMMF) is proposed. By integrating users’ subjective sentiment and preference features into the rating matrix to form a multi-modal matrix, ERS-REFMMF utilizes the Funk-singular value decomposition method at the foundational layer to decompose the multi-modal matrix and generate a candidate item set. At the upper layer, explainability is constructed based on the target user’s subjective preferences and latent features derived from MF, and the final recommended list is optimized for accuracy, diversity, novelty, and explainability through multi-objective optimization algorithms. ERS-REFMMF models around users’ explicit preferences and latent associations, reconstructs explainability with hybrid factors, and enhances overall performance through a many-objective optimization algorithm. Experimental results on real datasets demonstrate that the proposed model is competitive in both phases compared to existing recommendation methods.","2024-09-25","2025-10-16 00:40:39","2025-10-16 00:40:40","2025-10-16 00:40:39","e8208","","21","36","","Concurrency and Computation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\7FCYXC26\Chang et al. - 2024 - Explainable recommender system directed by reconstructed explanatory factors and multi‐modal matrix.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AADVBED","journalArticle","2024","Kim, Dongeon; Li, Qinglong; Jang, Dongsoo; Kim, Jaekyeong","AXCF: Aspect‐based collaborative filtering for explainable recommendations","Expert Systems","","0266-4720, 1468-0394","10.1111/exsy.13594","https://onlinelibrary.wiley.com/doi/10.1111/exsy.13594","With the rapid growth of the e-commerce market facilitated, users are often overwhelmed by the excessive online information, making item selection challenging. While recommendation services have significantly enhanced user experience and sales, these traditional models often overlook the complexity of user-item interactions and user preferences based on various item aspects. The proposed AXCF framework innovatively combines graph-based collaborative filtering (CF), which captures high-order connectivity between users and items, with aspect-based sentiment analysis (ABSA) to extract detailed user preferences from online reviews. This approach addresses the limitations of linear relationships in traditional CF models by incorporating deep neural networks and introduces a method to overcome the coldstart problem using online reviews as auxiliary information. By focusing on main aspects such as food, ambiance, and service derived from restaurant reviews, AXCF provides personalized recommendations with improved accuracy and explanatory power, demonstrating its superiority over existing models through experimental results. This study not only presents a significant advancement in recommender systems but also highlights the importance of high-order connectivity and aspect-based preferences in understanding and catering to user needs in the e-commerce platform.","2024-08","2025-10-16 00:40:45","2025-10-16 00:40:46","2025-10-16 00:40:45","e13594","","8","41","","Expert Systems","AXCF","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\HMKK4K6P\Kim et al. - 2024 - AXCF Aspect‐based collaborative filtering for explainable recommendations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIEMYJI4","journalArticle","2024","Yang, Sigeon; Li, Qinglong; Jang, Dongsoo; Kim, Jaekyeong","Deep learning mechanism and big data in hospitality and tourism: Developing personalized restaurant recommendation model to customer decision-making","International Journal of Hospitality Management","","02784319","10.1016/j.ijhm.2024.103803","https://linkinghub.elsevier.com/retrieve/pii/S0278431924001154","With the increasing ubiquity of booking restaurants through online platforms, the need for restaurant recommender systems that satisfy individual preferences has grown. Previous studies have found it challenging to reflect preferences in multiple aspects because customers’ restaurant experiences were approached from a single aspect. This study proposes a novel personalized recommender system that uses the aspect-based sentiment analysis (ABSA) technique to derive granular customer preferences and recommend restaurants accordingly. The proposed model’s performance was empirically validated using customer review data from the global review platform Yelp. Initially, the ABSA technique was used to elaborately analyze sentiment scores for five major aspects of restaurants. Subsequently, aspect-specific sentiment scores were applied to a deep learning prediction model to learn the latent interactions between customers and restaurants. The proposed restaurant recommendation model demonstrated superior prediction compared to the five previous proposed recommendation model, especially yielding improved performance instead of models reflecting overall sentiment scores. Additionally, the impact of various aspect sentiments for the restaurant recommender system was empirically validated, and the results were presented from multiple perspectives based on the model configuration and parameters.","2024-08","2025-10-16 00:40:51","2025-10-16 00:40:52","2025-10-16 00:40:51","103803","","","121","","International Journal of Hospitality Management","Deep learning mechanism and big data in hospitality and tourism","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\MDYML5GB\Yang et al. - 2024 - Deep learning mechanism and big data in hospitality and tourism Developing personalized restaurant.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L7V85ZQ8","journalArticle","2025","Lesan Sedgh, Mohammad Mehran; Latif, Alimohammad; Emadi, Sima","A novel method for a technology enhanced learning recommender system considering changing user interest based on neural collaborative filtering","Data Science and Management","","26667649","10.1016/j.dsm.2024.09.004","https://linkinghub.elsevier.com/retrieve/pii/S266676492400050X","This study introduces an advanced recommender system for technology enhanced learning (TEL) that synergizes neural collaborative ﬁltering, sentiment analysis, and an adaptive learning rate to address the limitations of traditional TEL systems. Recognizing the critical gap in existing approaches—primarily their neglect of user emotional feedback and static learning paths—our model innovatively incorporates sentiment analysis to capture and respond to nuanced emotional feedback from users. Utilizing bidirectional encoder representations from Transformers for sentiment analysis, our system not only understands but also respects user privacy by processing feedback without revealing sensitive information. The adaptive learning rate, inspired by AdaGrad, allows our model to adjust its learning trajectory based on the sentiment scores associated with user feedback, ensuring a dynamic response to both positive and negative sentiments. This dual approach enhances the system’s adaptability to changing user preferences and improves its contentment understanding. Our methodology involves a comprehensive analysis of both the content of learning materials and the behaviors and preferences of learners, facilitating a more personalized learning experience. By dynamically adjusting recommendations based on realtime user data and behavioral analysis, our system leverages the collective insights of similar users and relevant content. We validated our approach against three datasets—MovieLens, Amazon, and a proprietary TEL dataset—and saw signiﬁcant improvements in recommendation precision, F-score, and mean absolute error. The results indicate the potential of integrating sentiment analysis and adaptive learning rates into TEL recommender systems, marking a step forward in developing more responsive and user-centric educational technologies. This study paves the way for future advancements in TEL systems, emphasizing the importance of emotional intelligence and adaptability in enhancing the learning experience.","2025-06","2025-10-16 00:40:56","2025-10-16 00:40:56","2025-10-16 00:40:56","196-206","","2","8","","Data Science and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\JWT5CE3Q\Lesan Sedgh et al. - 2025 - A novel method for a technology enhanced learning recommender system considering changing user inter.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7XR87B8","journalArticle","2025","Karabila, Ikram; Darraz, Nossayba; El-Ansari, Anas; Alami, Nabil; Mallahi, Mostafa El","A hybrid approach combining sentiment analysis and deep learning to mitigate data sparsity in recommender systems","Neurocomputing","","09252312","10.1016/j.neucom.2025.129886","https://linkinghub.elsevier.com/retrieve/pii/S0925231225005582","The optimization of recommendation systems (RS) is crucial for delivering personalized product suggestions. Despite their successes, RS approaches often face challenges, such as data sparsity in the user–item matrix, which can undermine their performance. To address these challenges, integrating additional information sources, such as item/user profiles and textual reviews, is essential. These sources offer valuable insights into user preferences and item characteristics, helping in understanding the contextual details of both. This study focuses on developing an advanced RS architecture that combines Singular Value Decomposition (SVD) with BERT-CB methods and a Hybrid Model-based Sentiment Analysis. By integrating BERT with Multilayer Perceptron (MLP) methods, the system gains a deeper understanding of item profiles, improving the comprehension of user preferences and item characteristics. Additionally, a novel hybrid approach for sentiment analysis is proposed, using GloVe embeddings and CNN-BiGRU, improving the accuracy and robustness of sentiment detection in user reviews. This comprehensive understanding, combined with collaborative filtering models like SVD, enables the system to provide highly accurate recommendations. The proposed approach consists of four main phases: first, embedding review text using GloVe embeddings and developing a hybrid sentiment analysis approach with CNN and BiGRU architectures; second, creating a BERT language model for generating embeddings from item profile texts, followed by dimensionality reduction using Auto-Encoder; third, using these vectors to build a novel MLP model; fourth, developing a Collaborative Filtering method using SVD, and finally, combining these methods into a hybrid approach and conducting a comprehensive evaluation. Empirical results clearly show the effectiveness of our approach, particularly the combination of GloVe-CNN-BiGRU and BERT-CB with SVD methodology, demonstrating significant improvements across various performance metrics. This confirms the practical value of using contextualized data from BERT-CB and the sentiment analysis approach, enhancing the recommendation system’s effectiveness.","2025-07","2025-10-16 00:41:03","2025-10-16 00:41:04","2025-10-16 00:41:03","129886","","","636","","Neurocomputing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\M2ILWKY4\Karabila et al. - 2025 - A hybrid approach combining sentiment analysis and deep learning to mitigate data sparsity in recomm.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6RE5UEB","journalArticle","2025","Cui, Yachao; Wang, Kaiguang; Yu, Hongli; Guo, Xiaoxu; Cao, Han","KLLMs4Rec: Knowledge graph-enhanced LLMs sentiment extraction for personalized recommendations","Expert Systems with Applications","","09574174","10.1016/j.eswa.2025.127430","https://linkinghub.elsevier.com/retrieve/pii/S0957417425010528","Recommendation algorithms typically leverage auxiliary information such as user reviews and knowledge graphs to enhance algorithm performance, thereby alleviating data sparsity and cold start issues. Recently, researchers have increasingly employed large language models, which boast powerful natural language understanding capabilities, to further improve recommendation systems. However, these models often suffer from hallucination problems. Moreover, integrating heterogeneous information, such as reviews and knowledge graphs, can introduce new noise, potentially impairing recommendation performance. Knowledge graphs, as tightly organized structured knowledge bases, can assist in addressing the hallucination problem and heterogeneous information fusion problem of LLMs. To effectively address the aforementioned issues, we propose the Knowledge Graph-Enhanced Large Language Model Sentiment Extraction for the Personalized Recommendation Model (KLLMs4Rec). It aims to solve the LLMs hallucination problem and the noise problem caused by the fusion of heterogeneous information in recommender systems, and provide users with more accurate, diverse and novel personalized recommendations. To address the hallucination problem when extracting user sentiments from reviews with LLMs, we designed a knowledge graph-enhanced prompt template. It is worth noting that this scheme also solves the noise issue of heterogeneous information fusion. Additionally, to further expand user preferences extracted from reviews, this paper proposes a new hierarchical sentiment attention graph convolutional network, which utilizes three sentiment weight schemes to propagate user personalized preferences on the knowledge graph. Extensive experiments on the Movielens-20 m, Amazonbook, and Yelp datasets demonstrate that our model surpasses current leading methods while effectively addressing the hallucination problem of LLMs and the noise problem of heterogeneous information fusion.","2025-07","2025-10-16 00:41:10","2025-10-16 00:41:11","2025-10-16 00:41:10","127430","","","282","","Expert Systems with Applications","KLLMs4Rec","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\JXU427ZA\Cui et al. - 2025 - KLLMs4Rec Knowledge graph-enhanced LLMs sentiment extraction for personalized recommendations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6L7QIY6N","journalArticle","2023","Choudhary, Chaitali; Singh, Inder; Kumar, Manoj","SARWAS: Deep ensemble learning techniques for sentiment based recommendation system","Expert Systems with Applications","","09574174","10.1016/j.eswa.2022.119420","https://linkinghub.elsevier.com/retrieve/pii/S0957417422024393","Identifying user preferences is a complex operation, which makes its automa- tion challenging, and existing recommendation systems that rely on one of the parameters ratings or reviews are incapable of performing effectively. In this work, an ensemble based deep learning method is used to develop a recommen- dation model in which both ratings and reviews are analyzed simultaneously. The first step is to identify the features required in our work which is reviews and ratings of a product. Next step is to conduct sentiment analysis on reviews to get numerical values for subsequent processing which gives output in terms of polarity and subjectivity, where polarity identifies the emotions expressed in reviews ranging from 1 to +1 and subjectivity identifies the relevance of par- ticular review. Reviews and ratings as features used in this work as inputs for ensemble based deep neural network. For this, both the inputs need to be in same range so scaling is done. The recommendation method used in this work is based on deep learning which employs back propagation neural networks with many hidden layers and varying nodes, facilitating rapid learning. In this pa- per, few selected representative deep learning architectures with varied amounts of layers concealed to improve the learning capability of this model. However, model of the recommendation system can yet be improved, such as the inabil- ity to explain the deep learning recommendation system, which diminishes its credibility. We assessed our work based on hidden layer architectural variations using measures such as precision, loss, and execution time.","2023-04","2025-10-16 00:41:16","2025-10-16 00:41:16","2025-10-16 00:41:16","119420","","","216","","Expert Systems with Applications","SARWAS","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\MUEJZ34C\Choudhary et al. - 2023 - SARWAS Deep ensemble learning techniques for sentiment based recommendation system.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
